AetheryteName,FlagX,FlagY,FlagZ,HasRealXYZ,MapName,RealX,RealY,RealZ,RecordedAt,TerritoryId,ZoneName
,-130,37.6,670,TRUE,Timeworn Gliderskin Map,-125.3,37.5,664.6,3/12/2026 17:06,816,Il Mheg
,10,59.8,-689.1,TRUE,Timeworn Zonureskin Map,7.7,61.5,-685.7,3/12/2026 18:43,816,Il Mheg
,10,0.9,320,TRUE,Timeworn Gliderskin Map,10,0.9,319.9,3/12/2026 17:04,816,Il Mheg
,183.9,9.9,-451.2,TRUE,Timeworn Zonureskin Map,183.8,9.9,-451.2,3/12/2026 18:47,816,Il Mheg
,190,-0.3,679.6,TRUE,Timeworn Gliderskin Map,190.5,-0.4,679.8,3/12/2026 17:04,816,Il Mheg
,446.1,183.3,3.5,TRUE,Timeworn Gliderskin Map,441,183.1,7.3,3/12/2026 17:05,816,Il Mheg
,480,100.4,-870,TRUE,Timeworn Zonureskin Map,480.2,100.5,-870.3,3/12/2026 18:46,816,Il Mheg
,590,98.9,-550,TRUE,Timeworn Zonureskin Map,590,98.9,-550.2,3/12/2026 18:47,816,Il Mheg
,-680,358.6,-169.5,TRUE,Timeworn Zonureskin Map,-685.6,359.6,-174.6,3/12/2026 18:17,814,Kholusia
,-650,89.8,43.5,TRUE,Timeworn Gliderskin Map,-650.2,89.9,43.3,3/12/2026 16:48,814,Kholusia
,-480,372.2,-374.8,TRUE,Timeworn Zonureskin Map,-480.1,372.2,-374.8,3/12/2026 18:19,814,Kholusia
,-400,357.9,-238.8,TRUE,Timeworn Zonureskin Map,-400,357.9,-238.8,3/12/2026 18:18,814,Kholusia
,-311.7,15.4,546.3,TRUE,Timeworn Gliderskin Map,-312,15.4,546.6,3/12/2026 16:47,814,Kholusia
,-100,325,10,TRUE,Timeworn Gliderskin Map,-100,325,10.1,3/12/2026 16:52,814,Kholusia
,-69.7,347.6,-220.5,TRUE,Timeworn Zonureskin Map,-62.3,347.9,-220.1,3/12/2026 18:18,814,Kholusia
,-46.4,420.5,-612,TRUE,Timeworn Zonureskin Map,-46.4,420.5,-612.4,3/12/2026 18:19,814,Kholusia
,87.3,36.8,141.5,TRUE,Timeworn Gliderskin Map,87.2,36.9,141.2,3/12/2026 16:46,814,Kholusia
,301.9,32.4,559.9,TRUE,Timeworn Gliderskin Map,309.1,33.2,556.3,3/12/2026 16:46,814,Kholusia
,331.2,327.3,-433.4,TRUE,Timeworn Gliderskin Map,331.2,327.3,-433.4,3/12/2026 16:51,814,Kholusia
,469.1,306.3,-210,TRUE,Timeworn Zonureskin Map,468.9,306.2,-210.6,3/12/2026 18:06,814,Kholusia
,588.1,2.2,513.6,TRUE,Timeworn Zonureskin Map,588.2,2.2,513.9,3/12/2026 18:07,814,Kholusia
,668.4,273.3,-537.8,TRUE,Timeworn Zonureskin Map,669.2,275.1,-542.7,3/12/2026 18:33,814,Kholusia
,680,286.7,-100,TRUE,Timeworn Gliderskin Map,680.1,286.7,-100,3/12/2026 16:50,814,Kholusia
,800,1,300,TRUE,Timeworn Gliderskin Map,799.9,1,300,3/12/2026 16:45,814,Kholusia
,-727.4,61.4,-103.2,TRUE,Timeworn Br'aaxskin Map,-727.9,61.4,-102.7,3/13/2026 2:26,1188,Kozama'uka
,-716,132.4,232.5,TRUE,Timeworn Loboskin Map,-713.7,134.3,232.5,3/12/2026 22:09,1188,Kozama'uka
,-621.9,129.5,620.4,TRUE,Timeworn Br'aaxskin Map,-621.9,129.5,620.2,3/13/2026 2:27,1188,Kozama'uka
,-504.3,0.5,-683.3,TRUE,Timeworn Loboskin Map,-504.2,0.4,-683.1,3/12/2026 21:38,1188,Kozama'uka
,-186.4,0.5,-105.9,TRUE,Timeworn Loboskin Map,-183.6,1.4,-110.4,3/12/2026 21:37,1188,Kozama'uka
,-129,118.7,51.6,TRUE,Timeworn Br'aaxskin Map,-128.9,118.7,51.5,3/13/2026 2:28,1188,Kozama'uka
,-75,20.3,-724.8,TRUE,Timeworn Br'aaxskin Map,-75.3,20.3,-725,3/13/2026 2:25,1188,Kozama'uka
,153,111.8,238.9,TRUE,Timeworn Loboskin Map,152.9,111.8,238.4,3/12/2026 22:08,1188,Kozama'uka
,206.6,9.2,-713.3,TRUE,Timeworn Loboskin Map,206.5,9.2,-713.4,3/12/2026 21:36,1188,Kozama'uka
,248.5,115.1,741.3,TRUE,Timeworn Loboskin Map,248,115.2,741.7,3/12/2026 22:07,1188,Kozama'uka
,497.3,10.7,-326.1,TRUE,Timeworn Br'aaxskin Map,497.1,10.7,-325.8,3/13/2026 2:24,1188,Kozama'uka
,540.5,122.5,732.1,TRUE,Timeworn Br'aaxskin Map,540.5,122.5,732.1,3/13/2026 2:30,1188,Kozama'uka
,723.2,117.9,362.5,TRUE,Timeworn Loboskin Map,723.2,117.9,362.5,3/12/2026 22:06,1188,Kozama'uka
,771.1,41.2,-760,TRUE,Timeworn Br'aaxskin Map,771.1,41.2,-760,3/13/2026 2:23,1188,Kozama'uka
,824,23.4,11.7,TRUE,Timeworn Br'aaxskin Map,823.9,23.4,11.7,3/13/2026 2:29,1188,Kozama'uka
,854.7,21.9,-13,TRUE,Timeworn Loboskin Map,854.7,21.9,-13.1,3/12/2026 21:35,1188,Kozama'uka
,-733.9,-2,-26.8,TRUE,Timeworn Kumbhiraskin Map,-734.3,-1.9,-27,3/12/2026 20:10,956,Labyrinthos
,-658.9,1.1,-151.2,TRUE,Timeworn Saigaskin Map,-659,1.1,-151.2,3/12/2026 19:26,956,Labyrinthos
,-651.6,-25.4,449.1,TRUE,Timeworn Kumbhiraskin Map,-651.5,-25.4,449,3/12/2026 20:15,956,Labyrinthos
,-479.8,-23.6,741.6,TRUE,Timeworn Saigaskin Map,-480,-23.6,741.6,3/12/2026 19:28,956,Labyrinthos
,-343.2,176.3,-707.3,TRUE,Timeworn Saigaskin Map,-343.2,176.4,-707.7,3/12/2026 19:31,956,Labyrinthos
,-143.9,-23.9,-167.1,TRUE,Timeworn Kumbhiraskin Map,-143.8,-23.9,-167,3/12/2026 20:09,956,Labyrinthos
,-57.4,78.5,-499.4,TRUE,Timeworn Saigaskin Map,-57.6,78.5,-499.6,3/12/2026 19:33,956,Labyrinthos
,20.5,-6.5,805.5,TRUE,Timeworn Kumbhiraskin Map,20.5,-6.4,805.4,3/12/2026 20:12,956,Labyrinthos
,138.4,80.7,-528.5,TRUE,Timeworn Kumbhiraskin Map,138.4,80.7,-528.3,3/12/2026 20:14,956,Labyrinthos
,154.5,-5.2,637.1,TRUE,Timeworn Saigaskin Map,154.9,-5.2,637.5,3/12/2026 19:27,956,Labyrinthos
,162.4,-24.7,410.1,TRUE,Timeworn Kumbhiraskin Map,162.7,-24.7,410.7,3/12/2026 20:09,956,Labyrinthos
,174.5,-19.5,16.7,TRUE,Timeworn Kumbhiraskin Map,174.5,-19.5,16.7,3/12/2026 20:19,956,Labyrinthos
,271.6,-10.7,74.7,TRUE,Timeworn Saigaskin Map,271.5,-10.7,74.7,3/12/2026 19:25,956,Labyrinthos
,434.1,102.3,-272.8,TRUE,Timeworn Saigaskin Map,434.7,102.3,-272.5,3/12/2026 19:34,956,Labyrinthos
,510.5,104.9,77.6,TRUE,Timeworn Saigaskin Map,510.7,104.9,77.7,3/12/2026 19:32,956,Labyrinthos
,518.3,164.4,-350.4,TRUE,Timeworn Kumbhiraskin Map,521.7,165.5,-352.8,3/12/2026 20:18,956,Labyrinthos
,-660,68,-20,TRUE,Timeworn Zonureskin Map,-660.2,68,-20.4,3/12/2026 17:58,813,Lakeland
,-550,-1.6,200,TRUE,Timeworn Zonureskin Map,-549.9,-1.6,200.2,3/12/2026 17:58,813,Lakeland
,-537.3,75.6,-490.9,TRUE,Timeworn Zonureskin Map,-537.6,75.6,-491,3/12/2026 18:01,813,Lakeland
,-385.5,93.8,-433.1,TRUE,Timeworn Zonureskin Map,-385.8,93.6,-433.5,3/12/2026 18:01,813,Lakeland
,-320,1.6,-15,TRUE,Timeworn Gliderskin Map,-318.1,2.5,-19.6,3/12/2026 16:41,813,Lakeland
,-180,14.3,-220,TRUE,Timeworn Zonureskin Map,-179.9,14.3,-219.9,3/12/2026 18:01,813,Lakeland
,-160,100.4,-690,TRUE,Timeworn Zonureskin Map,-160.4,100.4,-690.2,3/12/2026 18:05,813,Lakeland
,-34.1,97.8,-596.7,TRUE,Timeworn Gliderskin Map,-34.2,97.8,-596.8,3/12/2026 16:41,813,Lakeland
,28.9,4.6,-47.8,TRUE,Timeworn Gliderskin Map,29.2,4.6,-47.8,3/12/2026 16:42,813,Lakeland
,110,121.6,-140,TRUE,Timeworn Gliderskin Map,110.2,121.6,-140.1,3/12/2026 16:44,813,Lakeland
,250,6.7,550,TRUE,Timeworn Gliderskin Map,250.1,6.8,550.5,3/12/2026 16:44,813,Lakeland
,296,2.4,290,TRUE,Timeworn Gliderskin Map,295.6,2.4,290.3,3/12/2026 16:39,813,Lakeland
,450,89.5,-260,TRUE,Timeworn Gliderskin Map,444.5,90.6,-255.3,3/12/2026 16:43,813,Lakeland
,604.7,29.7,-310,TRUE,Timeworn Gliderskin Map,604.8,29.6,-310,3/12/2026 16:43,813,Lakeland
,665.2,14.8,217.7,TRUE,Timeworn Zonureskin Map,665.3,14.8,217.7,3/12/2026 18:00,813,Lakeland
,837.9,79.8,-381.9,TRUE,Timeworn Zonureskin Map,844.4,80.2,-381.4,3/12/2026 18:03,813,Lakeland
,-608.9,-5,-535.5,TRUE,Timeworn Gargantuaskin Map,-608.7,-5,-535.7,3/13/2026 2:46,1192,Living Memory
,-549.7,-0.4,728.3,TRUE,Timeworn Gargantuaskin Map,-549.7,-0.4,728.6,3/13/2026 2:47,1192,Living Memory
,-147.3,38.3,-279.7,TRUE,Timeworn Gargantuaskin Map,-147.3,38.2,-279.7,3/13/2026 2:45,1192,Living Memory
,-61.1,38,81,TRUE,Timeworn Gargantuaskin Map,-66,38.5,75.5,3/13/2026 2:44,1192,Living Memory
,179.3,39.9,-728.8,TRUE,Timeworn Gargantuaskin Map,172.9,39.3,-724,3/13/2026 2:58,1192,Living Memory
,480.7,25.2,-166.4,TRUE,Timeworn Gargantuaskin Map,480.7,25.2,-166.4,3/13/2026 2:44,1192,Living Memory
,678.9,7.7,694.9,TRUE,Timeworn Gargantuaskin Map,678.7,7.7,695.4,3/13/2026 2:42,1192,Living Memory
,851.2,40.3,332.3,TRUE,Timeworn Gargantuaskin Map,851.3,40.3,332.7,3/13/2026 2:41,1192,Living Memory
,-91.6,13.9,665.2,TRUE,Timeworn Toadskin Map,-92.3,13.7,665.3,3/8/2026 3:03,135,Lower La Noscea
,-72.3,51.6,542,TRUE,Timeworn Leather Map,-72.2,51.5,542,3/7/2026 18:40,135,Lower La Noscea
,-8.2,60.6,459.5,TRUE,Timeworn Peisteskin Map,-8.1,60.6,459.5,3/8/2026 6:02,135,Lower La Noscea
,23.2,46.3,727.1,TRUE,Timeworn Boarskin Map,23.2,46.3,727,3/8/2026 5:09,135,Lower La Noscea
,62.7,54.3,180.9,TRUE,Timeworn Leather Map,62.6,54.2,180.3,3/7/2026 18:38,135,Lower La Noscea
,101.9,47,79.2,TRUE,Timeworn Toadskin Map,105.4,46.4,75,3/8/2026 2:28,135,Lower La Noscea
,105.7,51.4,880.9,TRUE,Mysterious Map,105.6,51.4,880.9,3/8/2026 6:58,135,Lower La Noscea
,154.4,46,160.4,TRUE,Timeworn Peisteskin Map,154.3,46.1,160.5,3/8/2026 6:01,135,Lower La Noscea
,164.9,59.1,289.9,TRUE,Timeworn Goatskin Map,164.7,59.2,290.5,3/7/2026 19:24,135,Lower La Noscea
,202.3,31.2,137.5,TRUE,Thorne Dynasty Map,202.4,31.1,137.4,3/8/2026 16:45,135,Lower La Noscea
,218,51.3,29.5,TRUE,Unhidden Leather Map,217.9,51.2,29.7,3/8/2026 16:19,135,Lower La Noscea
,275.4,46.3,12.8,TRUE,Timeworn Boarskin Map,275.4,46.3,12.8,3/8/2026 5:11,135,Lower La Noscea
,349.2,59.3,-65.5,TRUE,Timeworn Boarskin Map,349.2,59.3,-65.5,3/8/2026 5:12,135,Lower La Noscea
,379.8,72,-258.9,TRUE,Timeworn Goatskin Map,379.9,71.9,-259,3/7/2026 19:25,135,Lower La Noscea
,397.6,84.6,-385.6,TRUE,Timeworn Goatskin Map,397.6,84.6,-385.3,3/7/2026 19:24,135,Lower La Noscea
,428.8,66.4,-148.1,TRUE,Timeworn Toadskin Map,428.8,66.4,-148,3/8/2026 2:27,135,Lower La Noscea
,448.7,57.3,-6.4,TRUE,Timeworn Leather Map,448.6,57.3,-6.3,3/7/2026 18:39,135,Lower La Noscea
,507.9,69.6,-237.2,TRUE,Unhidden Leather Map,508,69.6,-237.2,3/8/2026 16:20,135,Lower La Noscea
,623,71.4,-277.9,TRUE,Timeworn Peisteskin Map,623,71.4,-277.9,3/8/2026 6:00,135,Lower La Noscea
,627.2,65.7,-199,TRUE,Thorne Dynasty Map,627.4,65.7,-199.1,3/8/2026 16:46,135,Lower La Noscea
,650,77.9,-356.6,TRUE,Mysterious Map,649.9,77.9,-356.5,3/8/2026 6:56,135,Lower La Noscea
,-463.6,129.3,258.8,TRUE,Timeworn Kumbhiraskin Map,-463.4,129.3,258.8,3/12/2026 20:36,959,Mare Lamentorum
,-278.8,117,648.8,TRUE,Timeworn Kumbhiraskin Map,-278.8,117,648.8,3/12/2026 20:36,959,Mare Lamentorum
,-236.3,88.5,55.8,TRUE,Timeworn Saigaskin Map,-240,90.5,53.1,3/12/2026 19:58,959,Mare Lamentorum
,-217.1,122.7,-103.7,TRUE,Timeworn Kumbhiraskin Map,-217.3,122.9,-104,3/12/2026 20:35,959,Mare Lamentorum
,-134.1,62.3,213.6,TRUE,Timeworn Kumbhiraskin Map,-134.2,60.7,207.2,3/12/2026 20:35,959,Mare Lamentorum
,-98.2,85.6,619.7,TRUE,Timeworn Saigaskin Map,-98,85.5,620.3,3/12/2026 19:56,959,Mare Lamentorum
,-44.3,80.7,-49.7,TRUE,Timeworn Saigaskin Map,-44.4,80.7,-49.8,3/12/2026 19:56,959,Mare Lamentorum
,66.3,111.3,741.3,TRUE,Timeworn Kumbhiraskin Map,66.1,111.5,741.6,3/12/2026 20:38,959,Mare Lamentorum
,167.9,36.4,240.4,TRUE,Timeworn Saigaskin Map,170,36.8,245.7,3/12/2026 19:55,959,Mare Lamentorum
,174.3,118.5,-127.2,TRUE,Timeworn Saigaskin Map,173.9,118.5,-127.4,3/12/2026 20:00,959,Mare Lamentorum
,210.7,83.6,592.5,TRUE,Timeworn Kumbhiraskin Map,210.4,83.7,592.6,3/12/2026 20:34,959,Mare Lamentorum
,390.7,136.4,799.8,TRUE,Timeworn Saigaskin Map,390.6,136.4,799.7,3/12/2026 19:54,959,Mare Lamentorum
,393.1,113.7,508.4,TRUE,Timeworn Saigaskin Map,393.3,113.8,508.3,3/12/2026 19:57,959,Mare Lamentorum
,451.9,103.6,174.8,TRUE,Timeworn Kumbhiraskin Map,450.8,103.3,171.5,3/12/2026 20:37,959,Mare Lamentorum
,668.3,146,423.1,TRUE,Timeworn Kumbhiraskin Map,668.2,146,423.1,3/12/2026 20:33,959,Mare Lamentorum
,689.1,144.2,127.5,TRUE,Timeworn Saigaskin Map,689.2,144.2,127.5,3/12/2026 19:59,959,Mare Lamentorum
,-374.8,34.5,-489.1,TRUE,Timeworn Peisteskin Map,-374.6,34.5,-489,3/8/2026 5:56,134,Middle La Noscea
,-347.7,21.5,-372.4,TRUE,Timeworn Peisteskin Map,-347.8,21.5,-372.4,3/8/2026 5:58,134,Middle La Noscea
,-318.8,26.6,-552.6,TRUE,Unhidden Leather Map,-313.4,28.5,-559.5,3/8/2026 16:17,134,Middle La Noscea
,-204.3,23.7,-444,TRUE,Timeworn Toadskin Map,-204.4,23.7,-444,3/8/2026 2:25,134,Middle La Noscea
,-191.3,46.5,-77.3,TRUE,Timeworn Boarskin Map,-191.5,46.5,-77.4,3/8/2026 5:07,134,Middle La Noscea
,-177.1,43.9,-176.5,TRUE,Mysterious Map,-177,44,-176.5,3/8/2026 6:52,134,Middle La Noscea
,-169,15.6,-400,TRUE,Timeworn Goatskin Map,-169.3,15.7,-400.3,3/7/2026 19:21,134,Middle La Noscea
,-116.2,43.6,-288,TRUE,Thorne Dynasty Map,-116.4,43.5,-288.2,3/8/2026 16:43,134,Middle La Noscea
,-99.8,45.8,-140.7,TRUE,Unhidden Leather Map,-99.8,45.8,-140.5,3/8/2026 16:17,134,Middle La Noscea
,-72.3,12.2,-407.9,TRUE,Timeworn Toadskin Map,-72.1,12.3,-407.8,3/8/2026 2:25,134,Middle La Noscea
,-15.5,49.9,-94.6,TRUE,Thorne Dynasty Map,-15.3,49.9,-94.4,3/8/2026 16:43,134,Middle La Noscea
,3.9,57.6,-331.9,TRUE,Timeworn Peisteskin Map,3.9,57.6,-331.9,3/8/2026 5:57,134,Middle La Noscea
,13.7,28.8,179.1,TRUE,Mysterious Map,13.6,28.8,179.1,3/8/2026 6:53,134,Middle La Noscea
,49.7,53.3,-119.1,TRUE,Timeworn Leather Map,49.5,53.3,-118.9,3/7/2026 18:37,134,Middle La Noscea
,55.8,66.1,-293.4,TRUE,Timeworn Leather Map,55.8,66.1,-293.4,3/7/2026 19:42,134,Middle La Noscea
,67.4,67.9,-218.7,TRUE,Timeworn Boarskin Map,67.5,67.9,-218.7,3/8/2026 5:08,134,Middle La Noscea
,80.4,58.4,239.1,TRUE,Timeworn Boarskin Map,80.4,58.4,239,3/8/2026 5:06,134,Middle La Noscea
,134.5,48.5,69.1,TRUE,Timeworn Toadskin Map,134.4,48.5,69,3/8/2026 2:26,134,Middle La Noscea
,138.9,62.5,303.4,TRUE,Timeworn Leather Map,142.8,-30.3,297.6,3/7/2026 18:37,134,Middle La Noscea
,143.9,58,-26.9,TRUE,Timeworn Goatskin Map,144.9,59.7,-22.2,3/7/2026 19:21,134,Middle La Noscea
,190.8,53.7,178.2,TRUE,Timeworn Goatskin Map,190.2,56.4,183.6,3/7/2026 19:20,134,Middle La Noscea
,-541.3,-4.7,-356.3,TRUE,Timeworn Peisteskin Map,-541.4,-4.6,-356.5,3/8/2026 6:43,156,Mor Dhona
,-501.2,-3.9,-254.7,TRUE,Timeworn Peisteskin Map,-501.3,-3.9,-254.2,3/8/2026 6:43,156,Mor Dhona
,-416.4,-3.7,-548.6,TRUE,Mysterious Map,-416.5,-3.7,-548.6,3/8/2026 16:09,156,Mor Dhona
,-307.1,-11.4,-516.2,TRUE,Timeworn Boarskin Map,-307.2,-11.4,-516.1,3/8/2026 5:47,156,Mor Dhona
,-203.3,8.6,-667.9,TRUE,Timeworn Toadskin Map,-203.6,8.6,-667.9,3/8/2026 4:56,156,Mor Dhona
,-201.6,0.2,-528.4,TRUE,Timeworn Boarskin Map,-201.6,0.2,-528.5,3/8/2026 5:45,156,Mor Dhona
,-160.4,40.1,-193.1,TRUE,Timeworn Peisteskin Map,-160.4,40.1,-193.1,3/8/2026 6:42,156,Mor Dhona
,112.1,-1.6,-558.6,TRUE,Unhidden Leather Map,111.6,-1.5,-558.7,3/8/2026 16:36,156,Mor Dhona
,128.7,-14.5,-447.3,TRUE,Timeworn Toadskin Map,128.6,-14.4,-447.2,3/8/2026 4:55,156,Mor Dhona
,214.8,-17.9,-466.5,TRUE,Timeworn Boarskin Map,214.7,-17.9,-466.7,3/8/2026 5:46,156,Mor Dhona
,272,8.9,-602.7,TRUE,Timeworn Toadskin Map,272.1,8.8,-602.7,3/8/2026 4:55,156,Mor Dhona
,487.2,-2.4,-494.5,TRUE,Unhidden Leather Map,487,-2.5,-494.4,3/8/2026 16:36,156,Mor Dhona
,508.5,-9.3,-383.9,TRUE,Mysterious Map,508.5,-9.3,-383.9,3/8/2026 16:08,156,Mor Dhona
,-264.9,-54.5,288.8,TRUE,Mysterious Map,-264.9,-54.5,288.8,3/8/2026 6:51,154,North Shroud
,-244.5,-27.3,203.2,TRUE,Timeworn Toadskin Map,-248.1,-24.4,203.2,3/8/2026 3:02,154,North Shroud
,-189.4,-45.8,235.4,TRUE,Timeworn Boarskin Map,-189.3,-45.8,235.3,3/8/2026 5:05,154,North Shroud
,-162.5,-50.4,275.5,TRUE,Timeworn Goatskin Map,-162.3,-50.4,275.4,3/7/2026 19:55,154,North Shroud
,-101.7,-53.1,362.6,TRUE,Unhidden Leather Map,-101.7,-53.1,362.6,3/8/2026 16:16,154,North Shroud
,-59.2,-47.3,335.3,TRUE,Timeworn Leather Map,-59.3,-47.3,335.3,3/7/2026 19:42,154,North Shroud
,-15.6,-50.4,427.4,TRUE,Thorne Dynasty Map,-15.8,-50.4,427.3,3/8/2026 16:41,154,North Shroud
,-14.2,-55.4,518.6,TRUE,Timeworn Peisteskin Map,-14.2,-55.4,518.5,3/8/2026 5:55,154,North Shroud
,21.4,-13.7,-23,TRUE,Timeworn Peisteskin Map,21.4,-13.7,-22.9,3/8/2026 5:53,154,North Shroud
,48.2,-11.2,120.7,TRUE,Timeworn Peisteskin Map,48.2,-11.2,120.8,3/8/2026 5:53,154,North Shroud
,56.4,-39.8,331.3,TRUE,Timeworn Boarskin Map,56.4,-39.9,331.5,3/8/2026 5:05,154,North Shroud
,62.7,-38.3,256.7,TRUE,Timeworn Boarskin Map,62.7,-38.3,256.5,3/8/2026 5:05,154,North Shroud
,124,-27.7,234.4,TRUE,Mysterious Map,123.8,-27.7,234.4,3/8/2026 6:51,154,North Shroud
,160.3,-27.2,211.4,TRUE,Timeworn Toadskin Map,160.8,-27.1,211.3,3/8/2026 3:01,154,North Shroud
,223.4,-24.9,276,TRUE,Unhidden Leather Map,223.3,-24.9,276,3/8/2026 16:15,154,North Shroud
,246.6,-7.3,-3.2,TRUE,Timeworn Leather Map,246.6,-7.3,-3.2,3/7/2026 18:35,154,North Shroud
,290.6,-25.6,166.4,TRUE,Timeworn Leather Map,290.7,-25.5,166.4,3/7/2026 19:41,154,North Shroud
,353.8,8.9,234.2,TRUE,Timeworn Goatskin Map,345.2,7.7,234.5,3/7/2026 19:20,154,North Shroud
,355.1,-4.5,18.1,TRUE,Timeworn Toadskin Map,355.2,-4.5,18.1,3/8/2026 2:24,154,North Shroud
,415,-5.5,69.8,TRUE,Timeworn Goatskin Map,411.9,-4.7,78,3/7/2026 19:20,154,North Shroud
,430.6,-3.2,262,TRUE,Thorne Dynasty Map,430.6,-3.2,262,3/8/2026 16:42,154,North Shroud
,-234.1,74,-138.8,TRUE,Timeworn Peisteskin Map,-234.1,74,-138.8,3/8/2026 6:35,147,Northern Thanalan
,-93.1,47.2,-18.4,TRUE,Timeworn Boarskin Map,-93,47.2,-18.4,3/8/2026 5:38,147,Northern Thanalan
,-87.4,66.5,-139.7,TRUE,Timeworn Boarskin Map,-87.4,66.5,-139.8,3/8/2026 5:39,147,Northern Thanalan
,-71.7,79,-243.3,TRUE,Timeworn Peisteskin Map,-71.7,79,-243.1,3/8/2026 6:35,147,Northern Thanalan
,-49.7,47,32.4,TRUE,Mysterious Map,-49.7,47,32.4,3/8/2026 16:04,147,Northern Thanalan
,-41.1,5.8,314.2,TRUE,Mysterious Map,-41.1,5.8,314.2,3/8/2026 16:03,147,Northern Thanalan
,12.2,24.1,168.9,TRUE,Unhidden Leather Map,12.2,24.1,168.9,3/8/2026 16:33,147,Northern Thanalan
,17.8,5.3,296.8,TRUE,Unhidden Leather Map,17.8,5.3,296.7,3/8/2026 16:33,147,Northern Thanalan
,97.4,15,225.6,TRUE,Timeworn Peisteskin Map,97.4,15,225.7,3/8/2026 6:36,147,Northern Thanalan
,155.5,22.9,106.7,TRUE,Timeworn Boarskin Map,155.4,22.8,106.6,3/8/2026 5:38,147,Northern Thanalan
,-396,47.2,-268.6,TRUE,Unhidden Leather Map,-395.9,47.2,-268.6,3/8/2026 16:27,180,Outer La Noscea
,-362.1,58.5,-373.2,TRUE,Timeworn Toadskin Map,-361.2,58.4,-371.5,3/8/2026 4:28,180,Outer La Noscea
,-392.2,48.3,-328.2,TRUE,Timeworn Goatskin Map,-357.8,53.1,-309.9,3/7/2026 19:37,180,Outer La Noscea
,-361.9,52,-264,TRUE,Timeworn Leather Map,-346.3,52.3,-261.3,3/7/2026 18:48,180,Outer La Noscea
,-333.2,63.9,-156.5,TRUE,Thorne Dynasty Map,-333.2,63.9,-156.5,3/8/2026 16:52,180,Outer La Noscea
,-324.2,61.4,-136,TRUE,Unhidden Leather Map,-324,61.4,-136.1,3/8/2026 16:27,180,Outer La Noscea
,-310,32.4,-444.1,TRUE,Timeworn Boarskin Map,-310.1,32.5,-444.1,3/8/2026 5:25,180,Outer La Noscea
,-308,63.7,-319.3,TRUE,Mysterious Map,-308,63.7,-319.3,3/8/2026 15:54,180,Outer La Noscea
,-288.4,15.1,-531.3,TRUE,Timeworn Toadskin Map,-290.1,15.2,-530.4,3/8/2026 4:26,180,Outer La Noscea
,-289.1,54,-287.8,TRUE,Timeworn Goatskin Map,-286.3,54.1,-288,3/7/2026 19:45,180,Outer La Noscea
,-138.5,80.9,-305.4,TRUE,Timeworn Peisteskin Map,-138.3,80.9,-305.4,3/8/2026 6:20,180,Outer La Noscea
,-64,63.8,-280.7,TRUE,Timeworn Leather Map,-71.5,65.1,-281.4,3/7/2026 18:48,180,Outer La Noscea
,-52.9,63.8,-219.6,TRUE,Timeworn Leather Map,-56.9,65.1,-221.1,3/7/2026 18:49,180,Outer La Noscea
,51.5,66.6,-216,TRUE,Timeworn Boarskin Map,52.1,66.6,-216.2,3/8/2026 5:24,180,Outer La Noscea
,55.4,48.7,-351.2,TRUE,Timeworn Peisteskin Map,55.3,48.7,-351.1,3/8/2026 6:19,180,Outer La Noscea
,60.2,55.5,-497.6,TRUE,Timeworn Boarskin Map,60.2,55.5,-497.4,3/8/2026 5:27,180,Outer La Noscea
,66.9,57.5,-315.1,TRUE,Timeworn Goatskin Map,61.4,58.5,-313.9,3/7/2026 19:44,180,Outer La Noscea
,65,56.1,-460.8,TRUE,Timeworn Peisteskin Map,63.4,54.9,-459.7,3/8/2026 6:20,180,Outer La Noscea
,68,66.6,-257.7,TRUE,Mysterious Map,68,66.6,-257.7,3/8/2026 15:54,180,Outer La Noscea
,117.5,72.9,-259.1,TRUE,Thorne Dynasty Map,117.8,72.9,-258.9,3/8/2026 16:53,180,Outer La Noscea
,192.9,63.8,-279.4,TRUE,Timeworn Toadskin Map,191.1,63.9,-279.4,3/8/2026 4:27,180,Outer La Noscea
,-736.1,41.9,-312.8,TRUE,Timeworn Loboskin Map,-736.2,41.9,-312.9,3/12/2026 21:10,1190,Shaaloani
,-444.1,28.5,-352.6,TRUE,Timeworn Br'aaxskin Map,-444.4,28.5,-353,3/12/2026 23:04,1190,Shaaloani
,-375.5,9.9,186.5,TRUE,Timeworn Loboskin Map,-375.2,9.9,186.9,3/12/2026 21:11,1190,Shaaloani
,-200.5,24.9,-591.8,TRUE,Timeworn Loboskin Map,-200.5,25,-592,3/12/2026 21:14,1190,Shaaloani
,-183.5,-19.1,587.2,TRUE,Timeworn Loboskin Map,-183.3,-19.1,587.7,3/12/2026 21:12,1190,Shaaloani
,-163.1,16.4,-19.5,TRUE,Timeworn Br'aaxskin Map,-163.2,16.4,-19.6,3/12/2026 23:03,1190,Shaaloani
,-145.8,15.4,-490.9,TRUE,Timeworn Br'aaxskin Map,-146.3,15.4,-490.7,3/12/2026 23:08,1190,Shaaloani
,-88.2,-17.9,652.7,TRUE,Timeworn Br'aaxskin Map,-88.2,-17.9,652.8,3/12/2026 23:05,1190,Shaaloani
,24.9,3.1,-329.4,TRUE,Timeworn Loboskin Map,25,3.2,-329.3,3/12/2026 21:16,1190,Shaaloani
